sub_id,word,ink,response,rt
S03,blue,brown,brown,678.68225763385135
S03,blue,brown,brown,678.68225763385135
S03,blue,brown,brown,725.876081291676
S03,blue,brown,brown,725.876081291676
S03,purple,blue,blue,708.427945190024
S03,purple,blue,blue,708.427945190024
S03,purple,blue,blue,693.5503753291102
S03,purple,blue,blue,693.5503753291102
S03,purple,blue,blue,676.922084571786
S03,purple,blue,blue,676.922084571786
S03,purple,blue,blue,737.6800316699557
S03,purple,blue,blue,737.6800316699557
S03,purple,blue,NA,NA
S03,purple,blue,blue,752.3006921177941
S03,purple,purple,purple,597.6859888286773
S03,purple,purple,purple,597.6859888286773
S03,purple,purple,purple,731.5807301171553
S03,purple,purple,purple,731.5807301171553
S03,purple,purple,purple,705.3915791444499
S03,purple,purple,purple,705.3915791444499
S03,purple,purple,purple,557.1419584899144
S03,purple,purple,purple,557.1419584899144
S03,purple,purple,purple,731.0011189901056
S03,purple,purple,purple,731.0011189901056
S03,purple,green,green,819.7255402215893
S03,purple,green,green,819.7255402215893
S03,purple,green,NA,NA
S03,purple,green,green,599.2042912624064
S03,purple,green,NA,NA
S03,purple,green,green,676.7423496755434
S03,purple,green,green,738.971450157839
S03,purple,green,green,738.971450157839
S03,purple,green,NA,NA
S03,purple,green,green,700.1107140536656
S03,purple,red,red,723.9888689418619
S03,purple,red,red,723.9888689418619
S03,purple,red,red,702.7760783278379
S03,purple,red,red,702.7760783278379
S03,purple,red,red,688.1063896857665
S03,purple,red,red,688.1063896857665
S03,purple,red,red,664.1059514292183
S03,purple,red,red,664.1059514292183
S03,purple,red,red,815.9071904246604
S03,purple,red,red,815.9071904246604
S03,purple,brown,brown,680.641583399738
S03,purple,brown,brown,680.641583399738
S03,purple,brown,brown,598.0594929107831
S03,purple,brown,brown,598.0594929107831
S03,purple,brown,purple,625.6389564433164
S03,purple,brown,brown,625.6389564433164
S03,purple,brown,brown,651.3832294064559
S03,purple,brown,brown,651.3832294064559
S03,purple,brown,brown,674.0598900244415
S03,purple,brown,brown,674.0598900244415
S03,green,blue,blue,759.3450254384392
S03,green,blue,blue,759.3450254384392
S03,green,blue,blue,707.1606903174518
S03,green,blue,blue,707.1606903174518
S03,green,blue,blue,787.7293050855699
S03,green,blue,blue,787.7293050855699
S03,green,blue,blue,677.4496942536592
S03,green,blue,blue,677.4496942536592
S03,green,blue,NA,NA
S03,green,blue,blue,632.6540634112071
S03,green,purple,purple,701.9821752086077
S03,green,purple,purple,701.9821752086077
S03,green,purple,purple,625.4752473253466
S03,green,purple,purple,625.4752473253466
S03,green,purple,NA,NA
S03,green,purple,purple,622.6203977036614
S03,green,purple,purple,587.091302011412
S03,green,purple,purple,587.091302011412
S03,green,purple,purple,580.0197096701695
S03,green,purple,purple,580.0197096701695
S03,green,green,green,593.683346283701
S03,green,green,green,593.683346283701
S03,green,green,green,712.0567660612039
S03,green,green,green,712.0567660612039
S03,green,green,green,565.5724209411607
S03,green,green,green,565.5724209411607
S03,green,green,green,681.2157769113248
S03,green,green,green,681.2157769113248
S03,green,green,green,542.5780829566178
S03,green,green,green,542.5780829566178
S03,green,red,red,746.986180004221
S03,green,red,red,746.986180004221
S03,green,red,red,631.8923256829175
S03,green,red,red,631.8923256829175
S03,green,red,red,627.0522722021955
S03,green,red,red,627.0522722021955
S03,green,red,NA,NA
S03,green,red,red,818.8922466424003
S03,green,red,red,723.9675756241508
S03,green,red,red,723.9675756241508
S03,green,brown,brown,651.1488638554124
S03,green,brown,brown,651.1488638554124
S03,green,brown,brown,677.2747284754134
S03,green,brown,brown,677.2747284754134
S03,green,brown,brown,661.5850981860276
S03,green,brown,brown,661.5850981860276
S03,green,brown,brown,675.4769421283033
S03,green,brown,brown,675.4769421283033
S03,green,brown,brown,718.5364628422789
S03,green,brown,brown,718.5364628422789
S03,red,blue,red,719.1881527531466
S03,red,blue,blue,719.1881527531466
S03,red,blue,blue,678.2475176090768
S03,red,blue,blue,678.2475176090768
S03,red,blue,blue,831.9867050230929
S03,red,blue,NA,NA
S03,red,blue,blue,561.3428340089574
S03,red,blue,NA,NA
S03,red,blue,blue,620.3852633049733
S03,red,blue,red,620.3852633049733
S03,red,purple,purple,715.4521264530177
S03,red,purple,purple,715.4521264530177
S03,red,purple,purple,783.7091311098875
S03,red,purple,purple,783.7091311098875
S03,red,purple,purple,560.1166870994274
S03,red,purple,purple,560.1166870994274
S03,red,purple,purple,750.9517319602379
S03,red,purple,purple,750.9517319602379
S03,red,purple,purple,679.6323969553151
S03,red,purple,NA,NA
S03,red,green,green,718.9467415517829
S03,red,green,NA,NA
S03,red,green,red,664.0932876159918
S03,red,green,green,664.0932876159918
S03,red,green,green,639.1458943123116
S03,red,green,green,639.1458943123116
S03,red,green,green,574.2642484767863
S03,red,green,green,574.2642484767863
S03,red,green,red,535.3076753331774
S03,red,green,green,535.3076753331774
S03,red,red,red,655.4345759274638
S03,red,red,red,655.4345759274638
S03,red,red,red,626.3681655829959
S03,red,red,red,626.3681655829959
S03,red,red,red,545.0029984337998
S03,red,red,red,545.0029984337998
S03,red,red,red,660.4398754221619
S03,red,red,red,660.4398754221619
S03,red,red,red,581.493336709076
S03,red,red,red,581.493336709076
S03,red,brown,brown,645.2428943476249
S03,red,brown,brown,645.2428943476249
S03,red,brown,brown,588.7682473920552
S03,red,brown,brown,588.7682473920552
S03,red,brown,brown,582.7813133979179
S03,red,brown,brown,582.7813133979179
S03,red,brown,brown,551.2485412376807
S03,red,brown,brown,551.2485412376807
S03,red,brown,brown,544.5492305301327
S03,red,brown,red,544.5492305301327
S03,brown,blue,blue,580.4389064523976
S03,brown,blue,blue,580.4389064523976
S03,brown,blue,blue,742.9759127793843
S03,brown,blue,blue,742.9759127793843
S03,brown,blue,blue,760.6937521596356
S03,brown,blue,blue,760.6937521596356
S03,brown,blue,blue,717.7249188877682
S03,brown,blue,blue,717.7249188877682
S03,brown,blue,blue,710.9896049928957
S03,brown,blue,blue,710.9896049928957
S03,brown,purple,purple,676.1278691513915
S03,brown,purple,purple,676.1278691513915
S03,brown,purple,purple,625.2455702734572
S03,brown,purple,purple,625.2455702734572
S03,brown,purple,purple,680.7326760084087
S03,brown,purple,purple,680.7326760084087
S03,brown,purple,purple,758.6209582823859
S03,brown,purple,NA,NA
S03,brown,purple,purple,693.5968644268091
S03,brown,purple,purple,693.5968644268091
S03,brown,green,green,667.5321910937442
S03,brown,green,green,667.5321910937442
S03,brown,green,green,617.4721164053063
S03,brown,green,NA,NA
S03,brown,green,green,779.5312020321376
S03,brown,green,green,779.5312020321376
S03,brown,green,green,727.2520396233373
S03,brown,green,green,727.2520396233373
S03,brown,green,brown,704.5756869863393
S03,brown,green,green,704.5756869863393
S03,brown,red,red,545.967211013609
S03,brown,red,red,545.967211013609
S03,brown,red,red,811.9112402547269
S03,brown,red,red,811.9112402547269
S03,brown,red,NA,NA
S03,brown,red,red,702.3238270863623
S03,brown,red,red,721.1677857086772
S03,brown,red,red,721.1677857086772
S03,brown,red,red,486.20950867881226
S03,brown,red,red,486.20950867881226
S03,brown,brown,brown,635.5592970396317
S03,brown,brown,brown,635.5592970396317
S03,brown,brown,brown,522.2041110827156
S03,brown,brown,brown,522.2041110827156
S03,brown,brown,brown,464.70628558963784
S03,brown,brown,brown,464.70628558963784
S03,brown,brown,brown,629.0352325556644
S03,brown,brown,brown,629.0352325556644
S03,brown,brown,brown,784.3678053623413
S03,brown,brown,brown,784.3678053623413
S04,blue,blue,blue,827.710708438605
S04,blue,blue,blue,827.710708438605
S04,blue,blue,blue,831.3166442543568
S04,blue,blue,blue,831.3166442543568
S04,blue,blue,blue,879.564685442801
S04,blue,blue,blue,879.564685442801
S04,blue,blue,blue,800.2948981369775
