congruent,incongruent,sub_id
3.7199007659465115,7.074591366794367,198
7.917289841563001,3.568178600361771,199
3.8438857615629445,5.161333578933881,200
7.484439756320883,7.26312161505202,201
6.32907273240369,6.512499508249016,202
3.4210808563216224,5.751854454247999,203
4.564812150960893,3.278984859492426,204
5.090056107250732,7.779118020958315,205
6.06411535181195,8.335084213754683,206
5.418371729998935,9.287405825698304,207
5.349775515498152,6.962542080899194,208
3.9613830000046724,6.776793865800082,209
1.2426953872582658,6.276242274028722,210
4.853143708986031,5.885020689424789,211
8.808466185673971,4.960921722057675,212
3.6310938149547747,2.727959305742613,213
4.984425850834943,6.272137233480365,214
6.27251562237259,4.095657699280322,215
3.3425440804528934,7.224558216655823,216
3.0020957651725144,4.95887170626308,217
5.924698342623997,7.054597421848606,218
7.294438920661852,8.903678979552367,219
3.3412245324736958,4.413980211983203,220
2.9380859295946857,6.057285892181756,221
2.751671991659536,5.072355803514943,222
7.005389662151552,8.62386048696515,223
6.761588523521226,7.051660366260327,224
2.7054312696592957,5.507300541250624,225
3.8746033488761813,2.3761872309819254,226
1.478148942960777,8.650848590479987,227
3.4471263723208065,5.904937868371206,228
3.9453547592385942,7.194019919318658,229
2.0218450213810306,6.782137977208672,230
2.74903384276244,6.060575197802842,231
5.572308784169818,6.651909657720813,232
2.9659653041417404,9.735720330116962,233
7.948061251624516,5.328631677669612,234
6.376502356893358,5.504471392349632,235
4.801445197387182,2.0330271607471007,236
6.364650688539095,4.150958586489411,237
3.9708391008887274,6.584812614340384,238
6.043764923831595,6.994944331612064,239
9.349556816424915,8.254626050887108,240
2.5979831647189724,3.8959541346544397,241
4.059733457313054,4.66015473207661,242
1.7659588111649063,6.121668457404708,243
3.9321729023623417,7.614385433182014,244
6.241966864883257,3.985892080949059,245
9.403645168255625,3.933250138131788,246
4.001079561411473,3.9603706739028732,247
5.837407200902872,9.326922526545104,248
6.709863470510663,8.350183065885595,249
6.64800113181272,4.899947776010652,250
5.928070902657318,2.725683293449878,251
3.8357580677059917,5.093072945968428,252
5.48256139707878,6.185618760171662,253
1.91604276300637,5.746637339888098,254
2.8984172081693322,5.827789565392771,255
3.898203975392463,7.771303617101804,256
5.599632404507145,1.405448019410061,257
6.180078519453485,4.892450229943241,258
6.366720987571599,7.008873134912134,259
3.307381170154726,8.744432584687132,260
3.594133086515878,-0.7210074174559828,261
3.6793930386204425,6.278663272325717,262
3.1781883282392243,9.179871716270053,263
8.464322118137453,8.023312353013427,264
4.378308655863718,8.016754275245274,265
3.9165234842660532,8.30425291502529,266
-0.22923736948218476,4.085272799716391,267
2.6289908002558953,5.735514602482831,268
7.002360132942413,3.6713602953323967,269
4.680693766319529,7.298279530931378,270
6.268490945429822,5.811268729295807,271
6.766497664990089,6.2924902122294,272
4.469449334731345,5.53691875261786,273
4.980450723676768,6.537731121840891,274
7.345196564177446,5.392676647688617,275
4.750728519773242,1.9379930808784085,276
4.7469498383445785,5.900414377551327,277
7.332629895341011,3.168240957064117,278
4.704830126695392,5.336578296184991,279
4.319297758211158,3.673952170268969,280
6.713899300043167,5.190964872235786,281
3.3073375681750563,2.9425790259259252,282
0.34852518489358886,4.030519800118761,283
2.349664508349626,6.944335944147431,284
5.080486951843582,5.071129403943086,285
3.185539337196448,3.2011934469509784,286
4.174905300705473,6.476079217476488,287
9.715016351208865,9.19295975321838,288
7.558961821751561,7.3204633848609735,289
2.6601967810705567,5.711057732027051,290
5.007550972047172,5.014838970514177,291
5.447225174401291,8.220511703607404,292
4.569550866584345,3.881315263579759,293
6.995608175910725,6.000836578154479,294
6.73515323276487,6.622999118080283,295
2.8243065203544244,8.494980839816662,296
7.950182202266278,6.756061290947063,297
6.725767600677459,6.442093851614394,298
5.7108275219019555,5.449436477305973,299
5.815299147510143,8.49594269351683,300
5.7252731102473176,4.183859290219454,301
8.973739249089846,6.644458661822343,302
5.468334499728805,2.885505512180732,303
5.410910241905071,8.319226342911238,304
4.5019796801673015,5.584920100748486,305
1.8598411282036045,5.268433994135922,306
4.175398414955272,4.703067914485506,307
5.146790661500582,8.03942972782852,308
3.0035928132711547,3.88352738387587,309
6.088551879509703,6.401211124375207,310
4.394163499045588,4.662850302195549,311
3.654205602536911,6.394270148970926,312
4.7068819383406115,4.811299640940758,313
7.550130011976872,6.803066491846546,314
7.940972913562877,7.989262482757536,315
2.1844745442465943,6.99874317257106,316
5.749471672301926,5.916465795704046,317
3.825596749365835,5.948624970038189,318
6.261911322492419,8.679065415474847,319
6.7804225921793595,6.099314331852304,320
5.590168148877023,6.451224922808177,321
5.555525488203598,4.828684112388968,322
3.2835091848682616,5.098446887885356,323
4.8010940900691965,11.351082609063374,324
4.6211013282670095,5.699425712300302,325
5.446105865482879,6.638166966651628,326
4.719501367272015,2.963335561793423,327
7.304051696347223,6.5247999785221555,328
3.412346088601838,5.5584974190859695,329
7.0483973091929855,5.1119300722533865,330
7.345082828163667,5.744044034458782,331
5.650748051183445,6.874816582783193,332
5.827662784362485,5.114493432935351,333
2.931580422346646,4.400882687491771,334
5.226845065830306,9.5212074225622,335
7.946702193382512,2.932221443529624,336
5.534044742848433,6.085954592108633,337
4.2030208206927595,4.0080949339280325,338
4.127311123302395,8.556395932224223,339
3.6979985117543963,7.018433847308524,340
5.420600638989165,4.813523447901775,341
3.4106827629278644,4.446022532593903,342
4.81812946394235,5.439751207316908,343
7.647626670556988,5.49389554883245,344
1.7591101248849887,5.686425988097187,345
8.34620131729586,5.315427106148054,346
2.7704387216189468,3.4238087436974225,347
8.77712027972916,8.17569260625611,348
4.206159682625466,6.930575386263324,349
4.880739965685214,2.7599170943009126,350
5.452711486413995,6.752142384367698,351
4.681336769754402,3.890155178371565,352
2.7824481676112143,4.282051627832779,353
4.649615940581933,6.045205191202902,354
-1.561450356169007,3.2381789987211684,355
3.0810727737582786,1.395550795030461,356
7.289015854635688,3.777883896586339,357
5.620645570235854,2.9571926504956068,358
8.671651148848657,4.452191329199959,359
8.548251252846114,9.050216404465305,360
1.0920334718999882,4.650076106209668,361
6.717634382067588,6.327217802850877,362
1.7565106440307603,6.40263190064097,363
7.394465083540869,8.78656426092477,364
2.324928450101038,1.7161210873238897,365
6.204970464933499,5.306194487961758,366
2.9932924365510947,5.639560607293624,367
3.792891433653197,6.5860450887189925,368
7.130615028201864,6.6055174205629115,369
2.659983735714813,5.01092942743571,370
4.09845270270419,3.870144427965133,371
2.440467290959514,5.341273251329583,372
8.069521238784011,9.634311816473781,373
5.562369228939533,7.4194333900260085,374
3.8778693968084523,6.798096258603038,375
5.108856329293507,1.0268023696100341,376
7.307843354508127,6.230072836418108,377
5.321680024871622,6.044791969553404,378
4.28673710278388,2.58213088260422,379
4.1064564518151805,2.3755091421926937,380
7.613259041426325,10.137173175543783,381
2.839178017243279,3.7444128130471017,382
6.366926936930384,-0.022464344376729173,383
5.455383820875131,7.657941469834641,384
4.48993825260539,5.969019549071974,385
5.152454091461685,7.994126749500705,386
5.0573451074785565,6.933437749598634,387
0.06499210295610691,4.258973651917402,388
5.94902686714514,7.289064294907072,389
2.9438545989191978,6.865379813757209,390
3.8927920771850064,4.154971960253107,391
7.197436604164489,7.901942691236034,392
6.599286382113764,3.9750422986121303,393
5.867740784237285,6.301079610809274,394
7.115091870792602,6.721555960185231,395
7.91574661530885,5.891814314414865,396
3.8054578231371803,6.852395698243577,397
3.05642438936553,7.051067573055077,398
5.92150487993655,4.607882089602689,399
3.8745121898081276,5.651032055901226,400
4.23223486584561,4.755205488346385,401
5.364699791083112,7.709587193616883,402
7.038209505029813,7.461765718624134,403
6.722494910875326,7.952188263018278,404
3.5182314658323417,8.693058199557994,405
7.614645618514982,7.265597711228966,406
6.002019538953318,4.516847203885032,407
3.451426655262079,2.9948007306382802,408
6.594515788910589,9.313538297373764,409
3.6403765909681134,4.712102138204023,410
5.448942955688507,8.571383152340799,411
4.049701963788593,5.737356585907135,412
4.592487239896505,4.128277440302757,413
3.4206077790960747,9.28792503959368,414
4.974880913365102,7.315055114229398,415
5.5675958872220495,6.309741559067854,416
5.649547452584647,7.6880065282852135,417
7.051406733332134,6.010144874907975,418
1.6868548131623098,6.191165317776235,419
6.489504410920529,7.436260422871875,420
4.595310097067808,0.21367069527016902,421
4.851511133782525,4.765608871369467,422
5.539018775073848,3.6323778901205666,423
4.084376687042567,9.185790320671124,424
5.678335387048737,4.725798505679506,425
7.18347966043127,6.939712844867812,426
7.028339945259325,10.37857768845981,427
4.718082991036905,5.807204813552603,428
6.166906648367634,3.5810638780322046,429
7.283054690061425,6.22355856775144,430
5.435031186715558,3.1551427007561434,431
6.980516541321175,7.194027841024461,432
2.790090691891947,2.582751120383097,433
2.932250825957047,6.173764387816256,434
8.909598930741428,8.580207786978047,435
8.010611660356744,5.410408837463965,436
7.397744778555391,7.230151796655301,437
5.536850824693298,7.365627757624654,438
4.115349158916386,7.42439429631734,439
2.7780270532830604,4.341954521607848,440
2.1931916206974282,4.83796529979461,441
5.519133013134006,6.859878167492473,442
2.9561040560798597,4.5030766789403485,443
5.418837727287587,4.615374910764136,444
0.43878371756866663,8.026845893634652,445
2.988811205452405,3.59064479534234,446
6.375685738411688,2.2987673307951826,447
3.0474107000992605,4.7315025752436215,448
6.305055985566855,7.516563252032696,449
4.046201847711968,6.819542313799051,450
6.24893312572768,6.858406203228126,451
5.833078683303439,2.9211291323695128,452
2.543471951501905,6.7594351431049775,453
8.55298887591669,8.319609199906294,454
4.3595108423266575,5.484780139062844,455
1.4747794715345242,2.2169858406525718,456
4.258657596324,4.143336321671025,457
5.8336910700405795,9.89329699430516,458
5.478927729682427,7.3330247008625875,459
2.5000611868664877,7.746311629789096,460
